"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"LEF1","HAVANA","gene",NA,NA,"ENSG00000138795.5","protein_coding","LEF1","2","OTTHUMG00000131809.5",NA,"ENSG00000138795",NA
"HADH","HAVANA","gene",NA,NA,"ENSG00000138796.11","protein_coding","HADH","2","OTTHUMG00000131810.4",NA,"ENSG00000138796",NA
"EGF","HAVANA","gene",NA,NA,"ENSG00000138798.7","protein_coding","EGF","1","OTTHUMG00000132044.5","ncRNA_host","ENSG00000138798",NA
"PAPSS1","HAVANA","gene",NA,NA,"ENSG00000138801.4","protein_coding","PAPSS1","2","OTTHUMG00000131210.3",NA,"ENSG00000138801",NA
"SEC24B","HAVANA","gene",NA,NA,"ENSG00000138802.7","protein_coding","SEC24B","1","OTTHUMG00000161372.3","ncRNA_host","ENSG00000138802",NA
"C4orf17","HAVANA","gene",NA,NA,"ENSG00000138813.5","protein_coding","C4orf17","2","OTTHUMG00000131027.3",NA,"ENSG00000138813",NA
"PPP3CA","HAVANA","gene",NA,NA,"ENSG00000138814.12","protein_coding","PPP3CA","1","OTTHUMG00000133839.6","ncRNA_host","ENSG00000138814",NA
"SLC39A8","HAVANA","gene",NA,NA,"ENSG00000138821.8","protein_coding","SLC39A8","2","OTTHUMG00000131120.2","ncRNA_host","ENSG00000138821",NA
"MTTP","HAVANA","gene",NA,NA,"ENSG00000138823.8","protein_coding","MTTP","1","OTTHUMG00000131023.4",NA,"ENSG00000138823",NA
"FBN2","HAVANA","gene",NA,NA,"ENSG00000138829.6","protein_coding","FBN2","1","OTTHUMG00000163082.2","ncRNA_host","ENSG00000138829",NA
"MAPK8IP3","HAVANA","gene",NA,NA,"ENSG00000138834.8","protein_coding","MAPK8IP3","2","OTTHUMG00000128637.3","ncRNA_host","ENSG00000138834",NA
"RGS3","HAVANA","gene",NA,NA,"ENSG00000138835.18","protein_coding","RGS3","1","OTTHUMG00000021048.7",NA,"ENSG00000138835",NA
"GUCD1","HAVANA","gene",NA,NA,"ENSG00000138867.12","protein_coding","GUCD1","1","OTTHUMG00000150728.2",NA,"ENSG00000138867",NA
"TTLL8","HAVANA","gene",NA,NA,"ENSG00000138892.7","protein_coding","TTLL8","1","OTTHUMG00000150241.6",NA,"ENSG00000138892",NA
"RNF185","HAVANA","gene",NA,NA,"ENSG00000138942.11","protein_coding","RNF185","2","OTTHUMG00000151253.3",NA,"ENSG00000138942",NA
"KIAA1644","HAVANA","gene",NA,NA,"ENSG00000138944.7","protein_coding","KIAA1644","1","OTTHUMG00000030991.2",NA,"ENSG00000138944",NA
"PARVG","HAVANA","gene",NA,NA,"ENSG00000138964.12","protein_coding","PARVG","2","OTTHUMG00000150473.7",NA,"ENSG00000138964",NA
"B4GALNT3","HAVANA","gene",NA,NA,"ENSG00000139044.6","protein_coding","B4GALNT3","1","OTTHUMG00000129283.4",NA,"ENSG00000139044",NA
"PDE6H","HAVANA","gene",NA,NA,"ENSG00000139053.2","protein_coding","PDE6H","2","OTTHUMG00000168743.1",NA,"ENSG00000139053",NA
"ERP27","HAVANA","gene",NA,NA,"ENSG00000139055.2","protein_coding","ERP27","1","OTTHUMG00000168741.1",NA,"ENSG00000139055",NA
"ETV6","HAVANA","gene",NA,NA,"ENSG00000139083.6","protein_coding","ETV6","1","OTTHUMG00000168538.2",NA,"ENSG00000139083",NA
"GABARAPL1","HAVANA","gene",NA,NA,"ENSG00000139112.6","protein_coding","GABARAPL1","2","OTTHUMG00000168411.7",NA,"ENSG00000139112",NA
"KIF21A","HAVANA","gene",NA,NA,"ENSG00000139116.13","protein_coding","KIF21A","2","OTTHUMG00000169335.1","ncRNA_host","ENSG00000139116",NA
"CPNE8","HAVANA","gene",NA,NA,"ENSG00000139117.9","protein_coding","CPNE8","2","OTTHUMG00000169396.1",NA,"ENSG00000139117",NA
"YARS2","HAVANA","gene",NA,NA,"ENSG00000139131.8","protein_coding","YARS2","2","OTTHUMG00000169454.2",NA,"ENSG00000139131",NA
"FGD4","HAVANA","gene",NA,NA,"ENSG00000139132.10","protein_coding","FGD4","1","OTTHUMG00000137374.5",NA,"ENSG00000139132",NA
"ALG10","HAVANA","gene",NA,NA,"ENSG00000139133.2","protein_coding","ALG10","2","OTTHUMG00000169285.1",NA,"ENSG00000139133",NA
"PIK3C2G","HAVANA","gene",NA,NA,"ENSG00000139144.5","protein_coding","PIK3C2G","1","OTTHUMG00000168841.2",NA,"ENSG00000139144",NA
"FAM60A","HAVANA","gene",NA,NA,"ENSG00000139146.9","protein_coding","FAM60A","2","OTTHUMG00000168586.1",NA,"ENSG00000139146",NA
"PLCZ1","HAVANA","gene",NA,NA,"ENSG00000139151.10","protein_coding","PLCZ1","1","OTTHUMG00000168937.9",NA,"ENSG00000139151",NA
"AEBP2","HAVANA","gene",NA,NA,"ENSG00000139154.10","protein_coding","AEBP2","2","OTTHUMG00000168906.2",NA,"ENSG00000139154",NA
"SLCO1C1","HAVANA","gene",NA,NA,"ENSG00000139155.4","protein_coding","SLCO1C1","2","OTTHUMG00000168966.1",NA,"ENSG00000139155",NA
"METTL20","HAVANA","gene",NA,NA,"ENSG00000139160.9","protein_coding","METTL20","1","OTTHUMG00000169085.1",NA,"ENSG00000139160",NA
"ETNK1","HAVANA","gene",NA,NA,"ENSG00000139163.11","protein_coding","ETNK1","1","OTTHUMG00000169008.4",NA,"ENSG00000139163",NA
"ZCRB1","HAVANA","gene",NA,NA,"ENSG00000139168.3","protein_coding","ZCRB1","2","OTTHUMG00000169382.1",NA,"ENSG00000139168",NA
"TMEM117","HAVANA","gene",NA,NA,"ENSG00000139173.5","protein_coding","TMEM117","2","OTTHUMG00000169427.2",NA,"ENSG00000139173",NA
"PRICKLE1","HAVANA","gene",NA,NA,"ENSG00000139174.6","protein_coding","PRICKLE1","2","OTTHUMG00000169443.1",NA,"ENSG00000139174",NA
"C1RL","HAVANA","gene",NA,NA,"ENSG00000139178.6","protein_coding","C1RL","1","OTTHUMG00000168144.2",NA,"ENSG00000139178",NA
"NDUFA9","HAVANA","gene",NA,NA,"ENSG00000139180.6","protein_coding","NDUFA9","2","OTTHUMG00000168224.3",NA,"ENSG00000139180",NA
"CLSTN3","HAVANA","gene",NA,NA,"ENSG00000139182.9","protein_coding","CLSTN3","1","OTTHUMG00000168167.2",NA,"ENSG00000139182",NA
"KLRG1","HAVANA","gene",NA,NA,"ENSG00000139187.5","protein_coding","KLRG1","2","OTTHUMG00000168277.1",NA,"ENSG00000139187",NA
"VAMP1","HAVANA","gene",NA,NA,"ENSG00000139190.12","protein_coding","VAMP1","1","OTTHUMG00000168269.2",NA,"ENSG00000139190",NA
"TAPBPL","HAVANA","gene",NA,NA,"ENSG00000139192.7","protein_coding","TAPBPL","1","OTTHUMG00000168317.1",NA,"ENSG00000139192",NA
"CD27","HAVANA","gene",NA,NA,"ENSG00000139193.3","protein_coding","CD27","2","OTTHUMG00000168316.1",NA,"ENSG00000139193",NA
"RBP5","HAVANA","gene",NA,NA,"ENSG00000139194.3","protein_coding","RBP5","2","OTTHUMG00000168165.1",NA,"ENSG00000139194",NA
"PEX5","HAVANA","gene",NA,NA,"ENSG00000139197.6","protein_coding","PEX5","2","OTTHUMG00000168175.4",NA,"ENSG00000139197",NA
"PIANP","HAVANA","gene",NA,NA,"ENSG00000139200.9","protein_coding","PIANP","2","OTTHUMG00000168664.2",NA,"ENSG00000139200",NA
"SLC38A4","HAVANA","gene",NA,NA,"ENSG00000139209.11","protein_coding","SLC38A4","1","OTTHUMG00000169518.1",NA,"ENSG00000139209",NA
"AMIGO2","HAVANA","gene",NA,NA,"ENSG00000139211.5","protein_coding","AMIGO2","2","OTTHUMG00000169616.1",NA,"ENSG00000139211",NA
"SCAF11","HAVANA","gene",NA,NA,"ENSG00000139218.13","protein_coding","SCAF11","1","OTTHUMG00000149930.5",NA,"ENSG00000139218",NA
"COL2A1","HAVANA","gene",NA,NA,"ENSG00000139219.13","protein_coding","COL2A1","2","OTTHUMG00000149896.4",NA,"ENSG00000139219",NA
"PPFIA2","HAVANA","gene",NA,NA,"ENSG00000139220.12","protein_coding","PPFIA2","2","OTTHUMG00000170181.4",NA,"ENSG00000139220",NA
"ANP32D","HAVANA","gene",NA,NA,"ENSG00000139223.1","protein_coding","ANP32D","2","OTTHUMG00000162681.1",NA,"ENSG00000139223",NA
"LLPH","HAVANA","gene",NA,NA,"ENSG00000139233.2","protein_coding","LLPH","2","OTTHUMG00000168959.1",NA,"ENSG00000139233",NA
"LRIG3","HAVANA","gene",NA,NA,"ENSG00000139263.7","protein_coding","LRIG3","2","OTTHUMG00000169940.1",NA,"ENSG00000139263",NA
"MARCH9","HAVANA","gene",NA,NA,"ENSG00000139266.5","protein_coding","MARCH9","2","OTTHUMG00000170456.1",NA,"ENSG00000139266",NA
"INHBE","HAVANA","gene",NA,NA,"ENSG00000139269.2","protein_coding","INHBE","2","OTTHUMG00000169995.1",NA,"ENSG00000139269",NA
"GLIPR1","HAVANA","gene",NA,NA,"ENSG00000139278.5","protein_coding","GLIPR1","1","OTTHUMG00000169757.1",NA,"ENSG00000139278",NA
"TPH2","HAVANA","gene",NA,NA,"ENSG00000139287.8","protein_coding","TPH2","2","OTTHUMG00000169677.2",NA,"ENSG00000139287",NA
"PHLDA1","HAVANA","gene",NA,NA,"ENSG00000139289.9","protein_coding","PHLDA1","2","OTTHUMG00000169783.2",NA,"ENSG00000139289",NA
"TMEM19","HAVANA","gene",NA,NA,"ENSG00000139291.9","protein_coding","TMEM19","2","OTTHUMG00000169558.1",NA,"ENSG00000139291",NA
"LGR5","HAVANA","gene",NA,NA,"ENSG00000139292.8","protein_coding","LGR5","2","OTTHUMG00000169543.1",NA,"ENSG00000139292",NA
"PTPRQ","HAVANA","gene",NA,NA,"ENSG00000139304.8","protein_coding","PTPRQ","1","OTTHUMG00000170171.2",NA,"ENSG00000139304",NA
"DUSP6","HAVANA","gene",NA,NA,"ENSG00000139318.7","protein_coding","DUSP6","2","OTTHUMG00000169912.2",NA,"ENSG00000139318",NA
"POC1B","HAVANA","gene",NA,NA,"ENSG00000139323.9","protein_coding","POC1B","2","OTTHUMG00000169944.1",NA,"ENSG00000139323",NA
"TMTC3","HAVANA","gene",NA,NA,"ENSG00000139324.7","protein_coding","TMTC3","1","OTTHUMG00000169887.1",NA,"ENSG00000139324",NA
"LUM","HAVANA","gene",NA,NA,"ENSG00000139329.4","protein_coding","LUM","2","OTTHUMG00000170074.2",NA,"ENSG00000139329",NA
"KERA","HAVANA","gene",NA,NA,"ENSG00000139330.5","protein_coding","KERA","2","OTTHUMG00000170073.2",NA,"ENSG00000139330",NA
"SNRPF","HAVANA","gene",NA,NA,"ENSG00000139343.6","protein_coding","SNRPF","2","OTTHUMG00000170351.1",NA,"ENSG00000139343",NA
"AMDHD1","HAVANA","gene",NA,NA,"ENSG00000139344.3","protein_coding","AMDHD1","2","OTTHUMG00000170353.1",NA,"ENSG00000139344",NA
"NEDD1","HAVANA","gene",NA,NA,"ENSG00000139350.7","protein_coding","NEDD1","2","OTTHUMG00000170604.1",NA,"ENSG00000139350",NA
"SYCP3","HAVANA","gene",NA,NA,"ENSG00000139351.10","protein_coding","SYCP3","2","OTTHUMG00000150132.2",NA,"ENSG00000139351",NA
"ASCL1","HAVANA","gene",NA,NA,"ENSG00000139352.3","protein_coding","ASCL1","2","OTTHUMG00000169967.1",NA,"ENSG00000139352",NA
"GAS2L3","HAVANA","gene",NA,NA,"ENSG00000139354.6","protein_coding","GAS2L3","1","OTTHUMG00000170439.2",NA,"ENSG00000139354",NA
"TMEM132B","HAVANA","gene",NA,NA,"ENSG00000139364.6","protein_coding","TMEM132B","2","OTTHUMG00000168520.1",NA,"ENSG00000139364",NA
"SLC15A4","HAVANA","gene",NA,NA,"ENSG00000139370.6","protein_coding","SLC15A4","1","OTTHUMG00000168415.1",NA,"ENSG00000139370",NA
"TDG","HAVANA","gene",NA,NA,"ENSG00000139372.10","protein_coding","TDG","1","OTTHUMG00000168418.2","ncRNA_host","ENSG00000139372",NA
"C12orf52","HAVANA","gene",NA,NA,"ENSG00000139405.11","protein_coding","C12orf52","2","OTTHUMG00000169643.2",NA,"ENSG00000139405",NA
"SDSL","HAVANA","gene",NA,NA,"ENSG00000139410.10","protein_coding","SDSL","2","OTTHUMG00000169551.1",NA,"ENSG00000139410",NA
"MMAB","HAVANA","gene",NA,NA,"ENSG00000139428.7","protein_coding","MMAB","2","OTTHUMG00000169255.3","ncRNA_host","ENSG00000139428",NA
"GLTP","HAVANA","gene",NA,NA,"ENSG00000139433.5","protein_coding","GLTP","2","OTTHUMG00000169278.2","ncRNA_host","ENSG00000139433",NA
"GIT2","HAVANA","gene",NA,NA,"ENSG00000139436.16","protein_coding","GIT2","1","OTTHUMG00000169313.3",NA,"ENSG00000139436",NA
"TCHP","HAVANA","gene",NA,NA,"ENSG00000139437.13","protein_coding","TCHP","2","OTTHUMG00000169281.3",NA,"ENSG00000139437",NA
"FAM222A","HAVANA","gene",NA,NA,"ENSG00000139438.5","protein_coding","FAM222A","2","OTTHUMG00000169260.1",NA,"ENSG00000139438",NA
"FOXN4","HAVANA","gene",NA,NA,"ENSG00000139445.13","protein_coding","FOXN4","2","OTTHUMG00000152868.3",NA,"ENSG00000139445",NA
"NUPL1","HAVANA","gene",NA,NA,"ENSG00000139496.11","protein_coding","NUPL1","2","OTTHUMG00000016608.3",NA,"ENSG00000139496",NA
"MTMR6","HAVANA","gene",NA,NA,"ENSG00000139505.10","protein_coding","MTMR6","2","OTTHUMG00000016606.1",NA,"ENSG00000139505",NA
"SLC46A3","HAVANA","gene",NA,NA,"ENSG00000139508.10","protein_coding","SLC46A3","1","OTTHUMG00000016650.2","ncRNA_host","ENSG00000139508",NA
"SLC7A1","HAVANA","gene",NA,NA,"ENSG00000139514.8","protein_coding","SLC7A1","2","OTTHUMG00000016658.3",NA,"ENSG00000139514",NA
"PDX1","HAVANA","gene",NA,NA,"ENSG00000139515.5","protein_coding","PDX1","2","OTTHUMG00000016638.2",NA,"ENSG00000139515",NA
"LNX2","HAVANA","gene",NA,NA,"ENSG00000139517.6","protein_coding","LNX2","2","OTTHUMG00000016634.2",NA,"ENSG00000139517",NA
"SUOX","HAVANA","gene",NA,NA,"ENSG00000139531.8","protein_coding","SUOX","2","OTTHUMG00000128503.4",NA,"ENSG00000139531",NA
"CCDC65","HAVANA","gene",NA,NA,"ENSG00000139537.6","protein_coding","CCDC65","2","OTTHUMG00000170401.1",NA,"ENSG00000139537",NA
"SLC39A5","HAVANA","gene",NA,NA,"ENSG00000139540.7","protein_coding","SLC39A5","1","OTTHUMG00000156962.3",NA,"ENSG00000139540",NA
"TARBP2","HAVANA","gene",NA,NA,"ENSG00000139546.6","protein_coding","TARBP2","1","OTTHUMG00000169855.3",NA,"ENSG00000139546",NA
"RDH16","HAVANA","gene",NA,NA,"ENSG00000139547.6","protein_coding","RDH16","2","OTTHUMG00000170895.1",NA,"ENSG00000139547",NA
"DHH","HAVANA","gene",NA,NA,"ENSG00000139549.2","protein_coding","DHH","2","OTTHUMG00000170408.1",NA,"ENSG00000139549",NA
"ACVRL1","HAVANA","gene",NA,NA,"ENSG00000139567.8","protein_coding","ACVRL1","1","OTTHUMG00000169507.3",NA,"ENSG00000139567",NA
"GPR84","HAVANA","gene",NA,NA,"ENSG00000139572.3","protein_coding","GPR84","2","OTTHUMG00000169839.1",NA,"ENSG00000139572",NA
"NPFF","HAVANA","gene",NA,NA,"ENSG00000139574.7","protein_coding","NPFF","2","OTTHUMG00000169856.1",NA,"ENSG00000139574",NA
"NABP2","HAVANA","gene",NA,NA,"ENSG00000139579.8","protein_coding","NABP2","2","OTTHUMG00000152527.4",NA,"ENSG00000139579",NA
"N4BP2L1","HAVANA","gene",NA,NA,"ENSG00000139597.12","protein_coding","N4BP2L1","1","OTTHUMG00000016697.4","ncRNA_host","ENSG00000139597",NA
"CELA1","HAVANA","gene",NA,NA,"ENSG00000139610.1","protein_coding","CELA1","2","OTTHUMG00000167523.1",NA,"ENSG00000139610",NA
"SMARCC2","HAVANA","gene",NA,NA,"ENSG00000139613.7","protein_coding","SMARCC2","2","OTTHUMG00000170288.4",NA,"ENSG00000139613",NA
"BRCA2","HAVANA","gene",NA,NA,"ENSG00000139618.10","protein_coding","BRCA2","2","OTTHUMG00000017411.4",NA,"ENSG00000139618",NA
"KANSL2","HAVANA","gene",NA,NA,"ENSG00000139620.8","protein_coding","KANSL2","1","OTTHUMG00000170392.1","ncRNA_host","ENSG00000139620",NA
"CERS5","HAVANA","gene",NA,NA,"ENSG00000139624.8","protein_coding","CERS5","1","OTTHUMG00000169819.7",NA,"ENSG00000139624",NA
"MAP3K12","HAVANA","gene",NA,NA,"ENSG00000139625.8","protein_coding","MAP3K12","1","OTTHUMG00000169854.2",NA,"ENSG00000139625",NA
"ITGB7","HAVANA","gene",NA,NA,"ENSG00000139626.11","protein_coding","ITGB7","1","OTTHUMG00000169775.4",NA,"ENSG00000139626",NA
"GALNT6","HAVANA","gene",NA,NA,"ENSG00000139629.11","protein_coding","GALNT6","2","OTTHUMG00000185181.2",NA,"ENSG00000139629",NA
"CSAD","HAVANA","gene",NA,NA,"ENSG00000139631.14","protein_coding","CSAD","1","OTTHUMG00000048076.11",NA,"ENSG00000139631",NA
"LMBR1L","HAVANA","gene",NA,NA,"ENSG00000139636.11","protein_coding","LMBR1L","1","OTTHUMG00000150511.2",NA,"ENSG00000139636",NA
"C12orf10","HAVANA","gene",NA,NA,"ENSG00000139637.9","protein_coding","C12orf10","1","OTTHUMG00000170030.2",NA,"ENSG00000139637",NA
"ESYT1","HAVANA","gene",NA,NA,"ENSG00000139641.8","protein_coding","ESYT1","2","OTTHUMG00000170197.1",NA,"ENSG00000139641",NA
"TMBIM6","HAVANA","gene",NA,NA,"ENSG00000139644.8","protein_coding","TMBIM6","2","OTTHUMG00000169652.3",NA,"ENSG00000139644",NA
"ANKRD52","HAVANA","gene",NA,NA,"ENSG00000139645.9","protein_coding","ANKRD52","2","OTTHUMG00000170329.2",NA,"ENSG00000139645",NA
"KRT71","HAVANA","gene",NA,NA,"ENSG00000139648.6","protein_coding","KRT71","2","OTTHUMG00000167831.1",NA,"ENSG00000139648",NA
"ZNF740","HAVANA","gene",NA,NA,"ENSG00000139651.9","protein_coding","ZNF740","1","OTTHUMG00000170027.2",NA,"ENSG00000139651",NA
"SMIM2","HAVANA","gene",NA,NA,"ENSG00000139656.5","protein_coding","SMIM2","2","OTTHUMG00000016831.2",NA,"ENSG00000139656",NA
"WDFY2","HAVANA","gene",NA,NA,"ENSG00000139668.7","protein_coding","WDFY2","2","OTTHUMG00000017407.4",NA,"ENSG00000139668",NA
"HNRNPA1L2","HAVANA","gene",NA,NA,"ENSG00000139675.10","protein_coding","HNRNPA1L2","2","OTTHUMG00000016972.1",NA,"ENSG00000139675",NA
"LPAR6","HAVANA","gene",NA,NA,"ENSG00000139679.11","protein_coding","LPAR6","1","OTTHUMG00000016895.5",NA,"ENSG00000139679",NA
"ESD","HAVANA","gene",NA,NA,"ENSG00000139684.9","protein_coding","ESD","1","OTTHUMG00000016878.2",NA,"ENSG00000139684",NA
"RB1","HAVANA","gene",NA,NA,"ENSG00000139687.9","protein_coding","RB1","1","OTTHUMG00000016900.4",NA,"ENSG00000139687",NA
"SBNO1","HAVANA","gene",NA,NA,"ENSG00000139697.7","protein_coding","SBNO1","2","OTTHUMG00000183988.1","ncRNA_host","ENSG00000139697",NA
"MORN3","HAVANA","gene",NA,NA,"ENSG00000139714.8","protein_coding","MORN3","2","OTTHUMG00000169075.1",NA,"ENSG00000139714",NA
"SETD1B","HAVANA","gene",NA,NA,"ENSG00000139718.6","protein_coding","SETD1B","2","OTTHUMG00000169080.2",NA,"ENSG00000139718",NA
"VPS33A","HAVANA","gene",NA,NA,"ENSG00000139719.5","protein_coding","VPS33A","1","OTTHUMG00000168920.2",NA,"ENSG00000139719",NA
"VPS37B","HAVANA","gene",NA,NA,"ENSG00000139722.2","protein_coding","VPS37B","2","OTTHUMG00000168767.1",NA,"ENSG00000139722",NA
"RHOF","HAVANA","gene",NA,NA,"ENSG00000139725.3","protein_coding","RHOF","2","OTTHUMG00000169077.3",NA,"ENSG00000139725",NA
"DENR","HAVANA","gene",NA,NA,"ENSG00000139726.6","protein_coding","DENR","2","OTTHUMG00000168844.1","ncRNA_host","ENSG00000139726",NA
"DIAPH3","HAVANA","gene",NA,NA,"ENSG00000139734.13","protein_coding","DIAPH3","2","OTTHUMG00000017004.3","ncRNA_host","ENSG00000139734",NA
"SLAIN1","HAVANA","gene",NA,NA,"ENSG00000139737.17","protein_coding","SLAIN1","1","OTTHUMG00000017110.8",NA,"ENSG00000139737",NA
"RBM26","HAVANA","gene",NA,NA,"ENSG00000139746.11","protein_coding","RBM26","1","OTTHUMG00000017133.7","ncRNA_host","ENSG00000139746",NA
"SRRM4","HAVANA","gene",NA,NA,"ENSG00000139767.4","protein_coding","SRRM4","2","OTTHUMG00000168928.2","ncRNA_host","ENSG00000139767",NA
"METTL21C","HAVANA","gene",NA,NA,"ENSG00000139780.7","protein_coding","METTL21C","2","OTTHUMG00000017304.2",NA,"ENSG00000139780",NA
"MBNL2","HAVANA","gene",NA,NA,"ENSG00000139793.14","protein_coding","MBNL2","2","OTTHUMG00000017239.4",NA,"ENSG00000139793",NA
"RNF113B","HAVANA","gene",NA,NA,"ENSG00000139797.7","protein_coding","RNF113B","2","OTTHUMG00000017245.3",NA,"ENSG00000139797",NA
"ZIC5","HAVANA","gene",NA,NA,"ENSG00000139800.8","protein_coding","ZIC5","1","OTTHUMG00000017280.3",NA,"ENSG00000139800",NA
"ABHD13","HAVANA","gene",NA,NA,"ENSG00000139826.5","protein_coding","ABHD13","2","OTTHUMG00000017330.1",NA,"ENSG00000139826",NA
"RAB20","HAVANA","gene",NA,NA,"ENSG00000139832.3","protein_coding","RAB20","2","OTTHUMG00000017343.2",NA,"ENSG00000139832",NA
"GRTP1","HAVANA","gene",NA,NA,"ENSG00000139835.9","protein_coding","GRTP1","1","OTTHUMG00000017381.5",NA,"ENSG00000139835",NA
"CUL4A","HAVANA","gene",NA,NA,"ENSG00000139842.10","protein_coding","CUL4A","2","OTTHUMG00000017384.3",NA,"ENSG00000139842",NA
"TTC6","HAVANA","gene",NA,NA,"ENSG00000139865.12","protein_coding","TTC6","1","OTTHUMG00000157369.7","ncRNA_host","ENSG00000139865",NA
"SSTR1","HAVANA","gene",NA,NA,"ENSG00000139874.5","protein_coding","SSTR1","2","OTTHUMG00000140249.3",NA,"ENSG00000139874",NA
"CDH24","HAVANA","gene",NA,NA,"ENSG00000139880.15","protein_coding","CDH24","2","OTTHUMG00000028715.6",NA,"ENSG00000139880",NA
"REM2","HAVANA","gene",NA,NA,"ENSG00000139890.5","protein_coding","REM2","1","OTTHUMG00000170277.1",NA,"ENSG00000139890",NA
"CBLN3","HAVANA","gene",NA,NA,"ENSG00000139899.6","protein_coding","CBLN3","1","OTTHUMG00000171315.1",NA,"ENSG00000139899",NA
"TSSK4","HAVANA","gene",NA,NA,"ENSG00000139908.10","protein_coding","TSSK4","1","OTTHUMG00000029323.5",NA,"ENSG00000139908",NA
"NOVA1","HAVANA","gene",NA,NA,"ENSG00000139910.15","protein_coding","NOVA1","1","OTTHUMG00000029385.7",NA,"ENSG00000139910",NA
"FITM1","HAVANA","gene",NA,NA,"ENSG00000139914.6","protein_coding","FITM1","2","OTTHUMG00000133476.2",NA,"ENSG00000139914",NA
"MDGA2","HAVANA","gene",NA,NA,"ENSG00000139915.14","protein_coding","MDGA2","2","OTTHUMG00000029429.10",NA,"ENSG00000139915",NA
"TMX1","HAVANA","gene",NA,NA,"ENSG00000139921.8","protein_coding","TMX1","2","OTTHUMG00000171003.2","ncRNA_host","ENSG00000139921",NA
"FRMD6","HAVANA","gene",NA,NA,"ENSG00000139926.11","protein_coding","FRMD6","1","OTTHUMG00000140294.2","ncRNA_host","ENSG00000139926",NA
"PELI2","HAVANA","gene",NA,NA,"ENSG00000139946.5","protein_coding","PELI2","2","OTTHUMG00000152336.2",NA,"ENSG00000139946",NA
"RTN1","HAVANA","gene",NA,NA,"ENSG00000139970.12","protein_coding","RTN1","1","OTTHUMG00000028947.4","ncRNA_host","ENSG00000139970",NA
"C14orf37","HAVANA","gene",NA,NA,"ENSG00000139971.11","protein_coding","C14orf37","1","OTTHUMG00000171173.3","ncRNA_host","ENSG00000139971",NA
"SYT16","HAVANA","gene",NA,NA,"ENSG00000139973.11","protein_coding","SYT16","1","OTTHUMG00000171106.1",NA,"ENSG00000139973",NA
"SLC38A6","HAVANA","gene",NA,NA,"ENSG00000139974.11","protein_coding","SLC38A6","2","OTTHUMG00000140335.5",NA,"ENSG00000139974",NA
"NAA30","HAVANA","gene",NA,NA,"ENSG00000139977.9","protein_coding","NAA30","1","OTTHUMG00000171311.1",NA,"ENSG00000139977",NA
"ADAM21","HAVANA","gene",NA,NA,"ENSG00000139985.5","protein_coding","ADAM21","2","OTTHUMG00000171328.3",NA,"ENSG00000139985",NA
"RDH12","HAVANA","gene",NA,NA,"ENSG00000139988.5","protein_coding","RDH12","2","OTTHUMG00000170032.1","ncRNA_host","ENSG00000139988",NA
"DCAF5","HAVANA","gene",NA,NA,"ENSG00000139990.13","protein_coding","DCAF5","1","OTTHUMG00000171699.2","ncRNA_host","ENSG00000139990",NA
"RAB15","HAVANA","gene",NA,NA,"ENSG00000139998.10","protein_coding","RAB15","2","OTTHUMG00000142810.5",NA,"ENSG00000139998",NA
"WDR89","HAVANA","gene",NA,NA,"ENSG00000140006.7","protein_coding","WDR89","2","OTTHUMG00000140340.4",NA,"ENSG00000140006",NA
"ESR2","HAVANA","gene",NA,NA,"ENSG00000140009.14","protein_coding","ESR2","1","OTTHUMG00000141306.2","ncRNA_host","ENSG00000140009",NA
"KCNH5","HAVANA","gene",NA,NA,"ENSG00000140015.15","protein_coding","KCNH5","2","OTTHUMG00000029041.3",NA,"ENSG00000140015",NA
"STON2","HAVANA","gene",NA,NA,"ENSG00000140022.5","protein_coding","STON2","1","OTTHUMG00000171416.1",NA,"ENSG00000140022",NA
"EFCAB11","HAVANA","gene",NA,NA,"ENSG00000140025.11","protein_coding","EFCAB11","2","OTTHUMG00000148671.3",NA,"ENSG00000140025",NA
"GPR65","HAVANA","gene",NA,NA,"ENSG00000140030.4","protein_coding","GPR65","2","OTTHUMG00000028648.4",NA,"ENSG00000140030",NA
"PTGR2","HAVANA","gene",NA,NA,"ENSG00000140043.7","protein_coding","PTGR2","2","OTTHUMG00000171255.2",NA,"ENSG00000140043",NA
"JDP2","HAVANA","gene",NA,NA,"ENSG00000140044.8","protein_coding","JDP2","2","OTTHUMG00000171869.1",NA,"ENSG00000140044",NA
"AK7","HAVANA","gene",NA,NA,"ENSG00000140057.4","protein_coding","AK7","2","OTTHUMG00000171421.1",NA,"ENSG00000140057",NA
